"displayName","sku","parentSku","itemQty","grossWeight","is_parent"
"K-Ortho - Orthosilicic Acid (OSA) 2 % 250 ml x 5","K-7309","K-7309",5,1.375,
"Soil Potting Mixture 5 kg x 1","K-7363","K-7363",1,5.5,
"HEXA 5 PLUS (HEXACONAZOLE 5% SC) 250 ml x 2","K-7325","K-6367",2,0.55,
"Triacontanol 0.05% EC 1 ltr x 1","K-7383","K-7383",1,1.1,
"Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 200ml x 1","K-7524","K-7524",1,0.22,
"Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 200ml x 1","K-7519","K-7519",1,0.22,
"Organic Potash Farmer 30 Kg x 1","K-7514","K-7514",1,33,
"Soil Potting Mixture 10 kg x 1","K-7364","K-7364",1,11,
"HEXA 5 PLUS (HEXACONAZOLE 5% SC) 100 ml x 2","K-7324","K-6368",2,0.22,
"Plantivo - Tebuconazole 50% + Trifloxystrobin 25% WG 100 gm x 3","K-7413","K-1387",3,0.33,
"Plantivo - Tebuconazole 50% + Trifloxystrobin 25% WG 100 gm x 5","K-7414","K-1387",5,0.55,
"Plantivo - Tebuconazole 50% + Trifloxystrobin 25% WG 250 gm x 1","K-7415","K-7415",1,0.275,
"Plantivo - Tebuconazole 50% + Trifloxystrobin 25% WG 250 gm x 3","K-7416","K-7415",3,0.825,
"Plantivo - Tebuconazole 50% + Trifloxystrobin 25% WG 250 gm x 5","K-7417","K-7415",5,1.375,
"META - SULVET (Sulphur 55.16% SC) 500 ml x 1","K-7518","K-7518",1,0.55,
"WOOD AEGIS | Chlorpyriphos 2% RTU 1 ltr x 1","K-7387","K-7387",1,1.1,
"Pencycuron 22.9% Sc 1 ltr x 1","K-7369","K-7369",1,1.1,
"Carbendazim 50% wp 250 gm x 1","K-7311","K-7311",1,0.275,
"Carbendazim 50% wp 500 gm x 1","K-7312","K-7312",1,0.55,
"SuperStin | CARBENDAZIM 50% WP 100 gm x 1","K-7398","K-7398",1,0.11,
"SuperStin | CARBENDAZIM 50% WP 250gm x 1","K-7399","K-7399",1,0.275,
"HarvestBlue | Copper Sulphate 47.15% + Mancozeb 30% WDG 500gm x 1","K-7400","K-7400",1,0.55,
"HarvestBlue | Copper Sulphate 47.15% + Mancozeb 30% WDG 1 kg x 1","K-7401","K-7401",1,1.1,
"Tathaastu - Quizalofop Ethyl 5%EC 500 ml x 2","K-7430","K-7230",2,1.1,
"Tathaastu - Quizalofop Ethyl 5%EC 500 ml x 3","K-7431","K-7230",3,1.65,
"Tathaastu - Quizalofop Ethyl 5%EC 500 ml x 5","K-7432","K-7230",5,2.75,
"Tathaastu - Quizalofop Ethyl 5%EC 500 ml x 10","K-7433","K-7230",10,5.5,
"Katal (2,4-D Dimethyl Amine Salt 58% SL) 1 ltr x 5","K-7326","K-999",5,5.5,
"Katal (2,4-D Dimethyl Amine Salt 58% SL) 1 ltr x 10","K-7327","K-999",10,11,
"Katal (2,4-D Dimethyl Amine Salt 58% SL) 1 ltr x 20","K-7328","K-999",20,22,
"ClearWEED + | Pyrithiobac sodium 6% + Quizalofop ethyl 4% EC 5OO ML x 50","K-7099","K-7099",50,27.5,
"ClearWEED + | Pyrithiobac sodium 6% + Quizalofop ethyl 4% EC 5OO ML x 100","K-7100","K-7099",100,55,
"ClearWEED + | Pyrithiobac sodium 6% + Quizalofop ethyl 4% EC 1 L x 50","K-7101","K-7101",50,55,
"ClearWEED + | Pyrithiobac sodium 6% + Quizalofop ethyl 4% EC 1 L x 100","K-7102","K-7101",100,110,
"FOMEFLU 11 | Fomesafen 11.1% W/W + Fluazifop-P-Butyl 11.1% W/W SI 5OO ML x 50","K-7103","K-7103",50,27.5,
"FOMEFLU 11 | Fomesafen 11.1% W/W + Fluazifop-P-Butyl 11.1% W/W SI 5OO ML x 100","K-7104","K-7103",100,55,
"FOMEFLU 11 | Fomesafen 11.1% W/W + Fluazifop-P-Butyl 11.1% W/W SI 1 L x 50","K-7105","K-7105",50,55,
"FOMEFLU 11 | Fomesafen 11.1% W/W + Fluazifop-P-Butyl 11.1% W/W SI 1 L x 100","K-7106","K-7105",100,110,
"HALOTHYL | Haloxyfop R Methyl 10.5% w/w EC 400 ml x 1","K-7392","K-7392",1,0.4,
"HALOTHYL | Haloxyfop R Methyl 10.5% w/w EC 400 ML x 50","K-7117","K-7392",50,22,
"HALOTHYL | Haloxyfop R Methyl 10.5% w/w EC 400 ML x 100","K-7118","K-7392",100,44,
"HALOTHYL | Haloxyfop R Methyl 10.5% w/w EC 1 ltr x 1","K-7393","K-7393",1,1.1,
"HALOTHYL | Haloxyfop R Methyl 10.5% w/w EC 1 L x 50","K-7119","K-7393",50,55,
"HALOTHYL | Haloxyfop R Methyl 10.5% w/w EC 1 L x 100","K-7120","K-7393",100,110,
"FomeQuik | Quizalofop ethyl 3 % + Fomesafen 12% SC 600 ml x 1","K-7402","K-7402",1,0.6,
"FomeQuik | Quizalofop ethyl 3 % + Fomesafen 12% SC 600 ML x 50","K-7183","K-7402",50,33,
"FomeQuik | Quizalofop ethyl 3 % + Fomesafen 12% SC 600 ML x 100","K-7184","K-7402",100,66,
"D - Ribose Powder 454 gm (1 lb) x 1","G-765","G-765",1,0.454,
"Deltamethrin 2.5% WP	20 KG	20 KG X 1","K-7540","K-7540",1,22,
"Katyayani Humic Zyme Plus		25 KG BAG X 1","K-7538","K-7538",1,26,
"Katyayani Fenva 4 | Fenvalerate 0.4% DP Pesticide	200 gm	200 gm x 1","K-7541","K-7541",1,250,
"Flupronito Fluopicolide 5.56% w/w + Propamocarb Hydrochloride 55.6% w/w SC","K-7544","K-7544",1,0.11,
"Temos - G ( Temephos 1% SG ) 20kg x 1","K-7549","K-7549",1,21,
"Alphacypermethrin 5% GR 100gm x 1","K-7550","K-7550",1,0.015,
"Potassium phosphonate	1 ltr x 1","K-7551","K-7551",1,0.11,
"Dr. Neem Oil 5000 ppm		100 ml x1","K-7553","K-7553",1,0.11,
"FANTASY GOLD (fipronil 18.87% sc)		250 ml x 1","K-7555","K-7555",1,0.035,
"FANTASY GOLD (fipronil 18.87% sc)	100 ml x 1","K-7554","K-7554",1,0.02,
"Katyayani Lemar -Tembotrione 42% SC (34.4% w/w) 5 ltr x 1","K-7556","K-7556",2,0.52,
"Tembotrione Surfactant	5 ltr x 1","K-7557","K-7557",7,0.52,
"Vasishta  Thiamethoxam 1% + Chlorantraniliprole 0.5% GR		2 kg x 1","K-7558","K-7558",250,0.22,
"Temos - G ( Temephos 1% SG )	35 kg x 1","K-7562","K-7562",36,0.352,
"All in One fungicide	1 ltr x 1","K-7568","K-7568",1,0.11,
"Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC)	5 Ltr x 1","K-7572","K-7572",1,5100,
"COC (Copper Oxychloride 50% WP) 450gm x 1","K-568","K-568",10,0.5,
"OZIL (Spiromesifen 22.9% SC)	100 ml x 1","K-7576","K-7576",500,0.11,
"Amitraz 12.5 % EC	50 ltr x 1","K-7581","K-7581",200,0.503,
"Pigeon repellent	5 ltr x 1","K-7582","K-7582",30,0.51,
