K-642,Fenox - fenoxaprop-p-ethyl 9.3 % EC 250ml x 7,Katyayani Fenox - fenoxaprop-p-ethyl 9.3 % EC 250ml x 7,displayName,,
K-1206,Fenox - fenoxaprop-p-ethyl 9.3 % EC 250ml x 10,Katyayani Fenox - fenoxaprop-p-ethyl 9.3 % EC 250ml x 10,displayName,,
K-643,Fenox - fenoxaprop-p-ethyl 9.3 % EC 250ml x 12,Katyayani Fenox - fenoxaprop-p-ethyl 9.3 % EC 250ml x 12,displayName,,
K-644,Fenox - fenoxaprop-p-ethyl 9.3 % EC 250ml x 20,Katyayani Fenox - fenoxaprop-p-ethyl 9.3 % EC 250ml x 20,displayName,,
K-645,Fenox - fenoxaprop-p-ethyl 9.3 % EC 250ml x 40,Katyayani Fenox - fenoxaprop-p-ethyl 9.3 % EC 250ml x 40,displayName,,
K-6340,Fenox - fenoxaprop-p-ethyl 9.3 % EC 500 ml x 1,Katyayani Fenox - fenoxaprop-p-ethyl 9.3 % EC 500 ml x 1,displayName,,
K-653,Vikram Clodinofop 160gm x 1,Katyayani Vikram Clodinofop 160gm x 1,displayName,,
K-654,Vikram Clodinofop 160gm x 2,Katyayani Vikram Clodinofop 160gm x 2,displayName,,
K-655,Vikram Clodinofop 160gm x 4,Katyayani Vikram Clodinofop 160gm x 4,displayName,,
K-656,Vikram Clodinofop 160gm x 5,Katyayani Vikram Clodinofop 160gm x 5,displayName,,
K-657,Vikram Clodinofop 160gm  x 10,Katyayani Vikram Clodinofop 160gm  x 10,displayName,,
K-658,Vikram Clodinofop 160gm x 25,Katyayani Vikram Clodinofop 160gm x 25,displayName,,
K-659,Vikram Clodinofop 160gm x 50,Katyayani Vikram Clodinofop 160gm x 50,displayName,,
K-5868,MSM - Metsulfuron methyl 20 % wp 8gm X 1,Katyayani MSM - Metsulfuron methyl 20 % wp 8gm X 1,"displayName,category,sub_category,bulk",,
K-660,MSM - Metsulfuron methyl 20 % wp  8 gm x 3,Katyayani MSM - Metsulfuron methyl 20 % wp  8 gm x 3,"displayName,variant_name,category,sub_category,bulk",,
K-661,MSM - Metsulfuron methyl 20 % wp 8 gm x 5,Katyayani MSM - Metsulfuron methyl 20 % wp 8 gm x 5,"displayName,category,sub_category,bulk",,
K-662,MSM - Metsulfuron methyl 20 % wp 8 gm x 10,Katyayani MSM - Metsulfuron methyl 20 % wp 8 gm x 10,"displayName,category,sub_category,bulk",,
K-663,MSM - Metsulfuron methyl 20 % wp 8 gm x 20,Katyayani MSM - Metsulfuron methyl 20 % wp 8 gm x 20,"displayName,category,sub_category,bulk",,
K-664,MSM - Metsulfuron methyl 20 % wp 8 gm x 40,Katyayani MSM - Metsulfuron methyl 20 % wp 8 gm x 40,"displayName,category,sub_category,bulk",,
K-665,MSM - Metsulfuron methyl 20 % wp 8 gm x 80,Katyayani MSM - Metsulfuron methyl 20 % wp 8 gm x 80,"displayName,category,sub_category,bulk",,
K-666,MSM - Metsulfuron methyl 20 % wp 8 gm x 160,Katyayani MSM - Metsulfuron methyl 20 % wp 8 gm x 160,"displayName,category,sub_category,bulk",,
K-667,MSM - Metsulfuron methyl 20 % wp 8 gm x 230,Katyayani MSM - Metsulfuron methyl 20 % wp 8 gm x 230,"displayName,category,sub_category,bulk",,
K-669,Tathaastu - Quizalofop Ethyl 5%EC 250ml x 1,Katyayani Tathaastu - Quizalofop Ethyl 5%EC 250ml x 1,displayName,,
K-670,Tathaastu - Quizalofop Ethyl 5%EC 250ml x 2,Katyayani Tathaastu - Quizalofop Ethyl 5%EC 250ml x 2,displayName,,
K-671,Tathaastu - Quizalofop Ethyl 5%EC 250ml x 4,Katyayani Tathaastu - Quizalofop Ethyl 5%EC 250ml x 4,displayName,,
K-672,Tathaastu - Quizalofop Ethyl 5%EC 250ml x 12,Katyayani Tathaastu - Quizalofop Ethyl 5%EC 250ml x 12,displayName,,
K-673,Tathaastu - Quizalofop Ethyl 5%EC 250ml x 20,Katyayani Tathaastu - Quizalofop Ethyl 5%EC 250ml x 20,displayName,,
K-674,Tathaastu - Quizalofop Ethyl 5%EC 250ml x 40,Katyayani Tathaastu - Quizalofop Ethyl 5%EC 250ml x 40,displayName,,
K-5150,Tathaastu - Quizalofop Ethyl 5%EC 100ml X 1,Katyayani Tathaastu - Quizalofop Ethyl 5%EC 100ml X 1,displayName,,
K-6019,Tathaastu - Quizalofop Ethyl 5%EC 1 Ltr x 1,Katyayani Tathaastu - Quizalofop Ethyl 5%EC 1 Ltr x 1,displayName,,
K-5823,Massacre (Metsulfuron Methyl 10% + Chlorimuron Ethyl 10% WP) 8gm x 1,Katyayani Massacre (Metsulfuron Methyl 10% + Chlorimuron Ethyl 10% WP) 8gm x 1,displayName,,
K-967,Massacre (Metsulfuron Methyl 10% + Chlorimuron Ethyl 10% WP)  8 gm x 3,Katyayani Massacre (Metsulfuron Methyl 10% + Chlorimuron Ethyl 10% WP)  8 gm x 3,"displayName,variant_name",,
K-968,Massacre (Metsulfuron Methyl 10% + Chlorimuron Ethyl 10% WP) 8 gm x 5,Katyayani Massacre (Metsulfuron Methyl 10% + Chlorimuron Ethyl 10% WP) 8 gm x 5,displayName,,
K-969,Massacre (Metsulfuron Methyl 10% + Chlorimuron Ethyl 10% WP) 8 gm x 10,Katyayani Massacre (Metsulfuron Methyl 10% + Chlorimuron Ethyl 10% WP) 8 gm x 10,displayName,,
K-970,Massacre (Metsulfuron Methyl 10% + Chlorimuron Ethyl 10% WP) 8 gm x 20,Katyayani Massacre (Metsulfuron Methyl 10% + Chlorimuron Ethyl 10% WP) 8 gm x 20,displayName,,
K-971,Massacre (Metsulfuron Methyl 10% + Chlorimuron Ethyl 10% WP) 8 gm x 40,Katyayani Massacre (Metsulfuron Methyl 10% + Chlorimuron Ethyl 10% WP) 8 gm x 40,displayName,,
K-972,Massacre (Metsulfuron Methyl 10% + Chlorimuron Ethyl 10% WP) 8 gm x 80,Katyayani Massacre (Metsulfuron Methyl 10% + Chlorimuron Ethyl 10% WP) 8 gm x 80,displayName,,
K-973,Massacre (Metsulfuron Methyl 10% + Chlorimuron Ethyl 10% WP) 8 gm x 160,Katyayani Massacre (Metsulfuron Methyl 10% + Chlorimuron Ethyl 10% WP) 8 gm x 160,displayName,,
K-974,Massacre (Metsulfuron Methyl 10% + Chlorimuron Ethyl 10% WP) 8 gm x 230,Katyayani Massacre (Metsulfuron Methyl 10% + Chlorimuron Ethyl 10% WP) 8 gm x 230,displayName,,
K-6498,"Katal (2,4-D Dimethyl Amine Salt 58% SL) 500 ml x 1","Katyayani Katal (2,4-D Dimethyl Amine Salt 58% SL) 500 ml x 1",displayName,,
K-965,"Katal (2,4-D Dimethyl Amine Salt 58% SL) 1 ltr x 50","Katyayani Katal (2,4-D Dimethyl Amine Salt 58% SL) 1 ltr x 50",displayName,,
K-966,"Katal (2,4-D Dimethyl Amine Salt 58% SL) 1 ltr x 100","Katyayani Katal (2,4-D Dimethyl Amine Salt 58% SL) 1 ltr x 100",displayName,,
K-999,"Katal (2,4-D Dimethyl Amine Salt 58% SL) 1 ltr x 1","Katyayani Katal (2,4-D Dimethyl Amine Salt 58% SL) 1 ltr x 1",displayName,,
K-6324,"Katal (2,4-D Dimethyl Amine Salt 58% SL) 1 ltr x 4","Katyayani Katal (2,4-D Dimethyl Amine Salt 58% SL) 1 ltr x 4",displayName,,
K-6320,"Katal (2,4-D Dimethyl Amine Salt 58% SL) 50 ltr x 1","Katyayani Katal (2,4-D Dimethyl Amine Salt 58% SL) 50 ltr x 1",displayName,,
K-5923,Clearance Paraquat Dichloride 24% SL  250ml x 1,Katyayani Clearance Paraquat Dichloride 24% SL  250ml x 1,displayName,,
K-1294,Clearance Paraquat Dichloride 24% SL  1 ltr X 1,Katyayani Clearance Paraquat Dichloride 24% SL  1 ltr X 1,displayName,,
K-1295,Clearance Paraquat Dichloride 24% SL  1 ltr X 3,Katyayani Clearance Paraquat Dichloride 24% SL  1 ltr X 3,displayName,,
K-1296,Clearance Paraquat Dichloride 24% SL  1 ltr X 5,Katyayani Clearance Paraquat Dichloride 24% SL  1 ltr X 5,displayName,,
K-1297,Clearance Paraquat Dichloride 24% SL  1 ltr X 10,Katyayani Clearance Paraquat Dichloride 24% SL  1 ltr X 10,displayName,,
K-5197,Clearance Paraquat Dichloride 24% SL  30ltr x 1,Katyayani Clearance Paraquat Dichloride 24% SL  30ltr x 1,displayName,,
K-5198,Clearance Paraquat Dichloride 24% SL  80ltr x 1,Katyayani Clearance Paraquat Dichloride 24% SL  80ltr x 1,displayName,,
K-5804,Clearance Paraquat Dichloride 24% SL  25ltrX 1,Katyayani Clearance Paraquat Dichloride 24% SL  25ltrX 1,displayName,,
K-5790,Clearance Paraquat Dichloride 24% SL  500ml x 1,Katyayani Clearance Paraquat Dichloride 24% SL  500ml x 1,displayName,,
K-6167,Clearance Paraquat Dichloride 24% SL  3 ltr x 1,Katyayani Clearance Paraquat Dichloride 24% SL  3 ltr x 1,displayName,,
K-6168,Clearance Paraquat Dichloride 24% SL  5 ltr x 1,Katyayani Clearance Paraquat Dichloride 24% SL  5 ltr x 1,displayName,,
K-6169,Clearance Paraquat Dichloride 24% SL  10 ltr x 1,Katyayani Clearance Paraquat Dichloride 24% SL  10 ltr x 1,displayName,,
K-6072,Clearance Paraquat Dichloride 42% SL 50 ltr x 1,Katyayani Clearance Paraquat Dichloride 42% SL 50ltr x 1,"displayName,variant_name",,
K-7082,Clearance Paraquat Dichloride 42% SL 200 ltr x 1,Clearance Paraquat Dichloride 42% SL,    200 ltr,200 ltr x 1,displayName
K-5127,Katyayani Suspension Atrazine 50% WP 1 kg x 1,Katyayani Suspension Atrazine 50% WP 1 kg x 1 ,"displayName,variant_name",,
K-5187,Katyayani Lemar -Tembotrione 42% SC (34.4% w/w) 115 ml x 1,Katyayani Lemar -Tembotrione 42% SC (34.4% w/w) 115 ml x 1 ,"displayName,variant_name",,
K-5110,Katyayani Lemar -Tembotrione 42% SC (34.4% w/w) 230ml x 22,Katyayani Lemar -Tembotrione 42% SC (34.4% w/w) 230ml x 22 ,"displayName,variant_name",,
K-7556,,,"grossWeight,netWeight,itemQty,sub_category",,
K-5049,Weed killer Plus 1 Ltr x 1,Katyayani Weed killer Plus 1 Ltr x 1,displayName,,
K-5050,Weed killer Plus 1 Ltr x 2,Katyayani Weed killer Plus 1 Ltr x 2,displayName,,
K-5051,Weed killer Plus 1 Ltr x 4,Katyayani Weed killer Plus 1 Ltr x 4,displayName,,
K-5052,Weed killer Plus 1 Ltr x 10,Katyayani Weed killer Plus 1 Ltr x 10,displayName,,
K-5053,Weed killer Plus 1 Ltr x 50,Katyayani Weed killer Plus 1 Ltr x 50,displayName,,
K-5221,Weed killer Plus 1ltr x 20,Katyayani Weed killer Plus 1ltr x 20,displayName,,
K-5917,Weed killer Plus 250ml x 1,Katyayani Weed killer Plus 250ml x 1,displayName,,
K-5918,Weed killer Plus 5ltr x 1,Katyayani Weed killer Plus 5ltr x 1,displayName,,
K-6826,Weed killer Plus 500ml x 1,Katyayani Weed killer Plus 500ml x 1,displayName,,
K-6923,Weed killer Plus 200 ltr x 1,Katyayani Weed killer Plus 200 ltr x 1,displayName,,
K-5613,FATAFAT (Sulfosulfuron 75% + Metsulfuron Methyl 5% WG) herbicide 16gm x 1,Katyayani FATAFAT (Sulfosulfuron 75% + Metsulfuron Methyl 5% WG) herbicide 16gm x 1,displayName,,
K-5614,FATAFAT (Sulfosulfuron 75% + Metsulfuron Methyl 5% WG) herbicide 16gm x 5,Katyayani FATAFAT (Sulfosulfuron 75% + Metsulfuron Methyl 5% WG) herbicide 16gm x 5,displayName,,
K-5615,FATAFAT (Sulfosulfuron 75% + Metsulfuron Methyl 5% WG) herbicide 16gm x 10,Katyayani FATAFAT (Sulfosulfuron 75% + Metsulfuron Methyl 5% WG) herbicide 16gm x 10,displayName,,
K-5581,SAMAGRA ( Metribuzin 42% + Clodinafop propargyl 12% WG) 200gm x 1,Katyayani SAMAGRA ( Metribuzin 42% + Clodinafop propargyl 12% WG) 200gm x 1,displayName,,
K-5646,SAMAGRA ( Metribuzin 42% + Clodinafop propargyl 12% WG) 200gm x 2,Katyayani SAMAGRA ( Metribuzin 42% + Clodinafop propargyl 12% WG) 200gm x 2,displayName,,
K-5647,SAMAGRA ( Metribuzin 42% + Clodinafop propargyl 12% WG) 200gm x 5,Katyayani SAMAGRA ( Metribuzin 42% + Clodinafop propargyl 12% WG) 200gm x 5,displayName,,
K-5648,SAMAGRA ( Metribuzin 42% + Clodinafop propargyl 12% WG) 200gm x 25,Katyayani SAMAGRA ( Metribuzin 42% + Clodinafop propargyl 12% WG) 200gm x 25,displayName,,
K-296,FLUCHLORALIN 45%EC 100ml x 1,Katyayani FLUCHLORALIN 45%EC 100ml x 1,displayName,,
K-6012,Glyphosate 41% SL 50ltr X 1,Katyayani Glyphosate 41% SL 50ltr X 1,displayName,,
K-6064,Glyphosate 41% SL 200Ltr x 1,Katyayani Glyphosate 41% SL 200Ltr x 1,displayName,,
K-6127,Glyphosate 41% SL 5ltr x 1,Katyayani Glyphosate 41% SL 5ltr x 1,displayName,,
K-6128,Glyphosate 41% SL 1ltr x 1,Katyayani Glyphosate 41% SL 1ltr x 1,displayName,,
K-6230,Security plus ( BISPYRIBAC SODIUM 20% + PYRAZOSULFURON ETHYL 15% WDG ) 60 gm x 1,Katyayani Security plus ( BISPYRIBAC SODIUM 20% + PYRAZOSULFURON ETHYL 15% WDG ) 60 gm x 1,displayName,,
K-6231,Secure Pro (Pendimethalin 38.4% + Pyrazosulfuron ethyl 0.85% ZC ) 1 ltr x 1,Katyayani Secure Pro (Pendimethalin 38.4% + Pyrazosulfuron ethyl 0.85% ZC ) 1 ltr x 1,displayName,,
K-6344,Diclo Star Herbicide (Diclosulam 84% WDG) 12.5 gm x 1,Katyayani Diclo Star Herbicide (Diclosulam 84% WDG) 12.5 gm x 1,displayName,,
K-6345,Diclo Star Herbicide (Diclosulam 84% WDG) 12.5 gm x 3,Katyayani Diclo Star Herbicide (Diclosulam 84% WDG) 12.5 gm x 3,displayName,,
K-6346,Diclo Star Herbicide (Diclosulam 84% WDG) 12.5 gm x 5,Katyayani Diclo Star Herbicide (Diclosulam 84% WDG) 12.5 gm x 5,displayName,,
K-6347,Diclo Star Herbicide (Diclosulam 84% WDG) 12.5 gm x 10,Katyayani Diclo Star Herbicide (Diclosulam 84% WDG) 12.5 gm x 10,displayName,,
K-6348,Diclo Star Herbicide (Diclosulam 84% WDG) 12.5 gm x 20,Katyayani Diclo Star Herbicide (Diclosulam 84% WDG) 12.5 gm x 20,displayName,,
K-5883,Massacre (Metsulfuron Methyl 10% + Chlorimuron Ethyl 10% WP) 8gm x 2,Katyayani Massacre (Metsulfuron Methyl 10% + Chlorimuron Ethyl 10% WP) 8gm x 2,displayName,,
K-930,Boron 20% EDTA 30gm x 3,Katyayani Boron 20% EDTA 30gm x 3,displayName,,
K-5446,Boron 20% EDTA 90gm x 1,Katyayani Boron 20% EDTA 90gm x 1,displayName,,
K-7274,Boron 20% EDTA  400 gm x 1,Boron 20% EDTA 400 gm x 1,displayName,,
K-5331,Boron 20% EDTA 400gm x 2,Katyayani Boron 20% EDTA 400gm x 2,displayName,,
K-5309,Boron 20% EDTA 30 GM x 2,Katyayani Boron 20% EDTA 30 GM x 2,displayName,,
K-5301,Boron 20% EDTA 30 GM X 1,Katyayani Boron 20% EDTA 30 GM X 1,displayName,,
K-5192,Boron 20% EDTA 970gm x 1,Katyayani Boron 20% EDTA 970gm x 1,displayName,,
K-6634,Boron 20% EDTA 10kg x 1,Katyayani Boron 20% EDTA 10kg x 1,displayName,,
K-867,Potassium Nitrate 310gm x 1,Katyayani Potassium Nitrate 310gm x 1,displayName,,
K-1173,Potassium Nitrate 310gm x 2,Katyayani Potassium Nitrate 310gm x 2,displayName,,
K-868,Potassium Nitrate 310gm x 3,Katyayani Potassium Nitrate 310gm x 3,displayName,,
K-6781,Potassium Nitrate 930 gm x 1,Katyayani Potassium Nitrate 930 gm x 1,displayName,,
K-871,Mono Potassium Phosphate 310gm x 1,Katyayani Mono Potassium Phosphate 310gm x 1,displayName,,
K-10510,Mono Potassium Phosphate 310 gm x 2,Katyayani Mono Potassium Phosphate 310 gm x 2,displayName,,
K-6934,Mono Potassium Phosphate 25kg x 1,Katyayani Mono Potassium Phosphate 25kg x 1,displayName,,
K-872,Potassium sulfate 100gm x 3,Katyayani Potassium sulfate 100gm x 3,displayName,,
K-5304,Potassium sulfate 200GM x 1,Katyayani Potassium sulfate 200GM x 1,displayName,,
K-5305,Potassium sulfate 100GM x 1,Katyayani Potassium sulfate 100GM x 1,displayName,,
K-6785,Potassium sulfate 300 gm x 1,Katyayani Potassium sulfate 300 gm x 1,displayName,,
K-1326,Hydroponic Leafy A 400ml x 1,Katyayani Hydroponic Leafy A 400ml x 1,displayName,,
K-1327,Hydroponic Leafy B 400ml x 1,Katyayani Hydroponic Leafy B 400ml x 1,displayName,,
K-6931,Hydroponic Blossom A 250gm x 1,Katyayani Hydroponic Blossom A 250gm x 1,displayName,,
K-6932,Hydroponic Blossom B 250gm x 1,Katyayani Hydroponic Blossom B 250gm x 1,displayName,,
K-1328,Hydroponic Blossom A 400ml x 1,Katyayani Hydroponic Blossom A 400ml x 1,displayName,,
K-1329,Hydroponic Blossom B 400ml x 1,Katyayani Hydroponic Blossom B 400ml x 1,displayName,,
K-982,Ph Down 900 ml x 1,Katyayani Ph Down 900 ml x 1,displayName,,
K-983,Ph Down 900 ml x 2,Katyayani Ph Down 900 ml x 2,displayName,,
K-5912,Ph Down 1Ltr x 1,Katyayani Ph Down 1Ltr x 1,displayName,,
K-984,Ph Up 900 ml x 1,Katyayani Ph Up 900 ml x 1,displayName,,
K-985,Ph Up 900 ml x 2,Katyayani Ph Up 900 ml x 2,displayName,,
K-865,Calcium Nitrate - Hydroponic 880gm x 1,Katyayani Calcium Nitrate - Hydroponic 880gm x 1 ,"displayName,variant_name",,
K-866,Calcium Nitrate - Hydroponic 880gm x 2,Katyayani Calcium Nitrate - Hydroponic 880gm x 2,displayName,,
K-6562,YieldBor | Boron 10% sc 5 L x 1,Katyayani Boron 10% SC  liquid 5 ltr x 1,"displayName,variant_name",,
G-706,Manganese Dioxide 454 gm (1lb) x 2,Katyayani Manganese Dioxide 454 gm (1lb) x 2,"displayName,sub_category",,
G-431,Calcium Carbide 454 gm (1lb) x 1,Katyayani Calcium Carbide 454 gm (1lb) x 1,"displayName,sub_category",,
G-432,Manganese Dioxide 454 gm (1lb) x 1,Katyayani Manganese Dioxide 454 gm (1lb) x 1,"displayName,sub_category",,
G-433,Oxalic Acid 907 gm (2lb) x 1,Katyayani Oxalic Acid 907 gm (2lb) x 1,"displayName,sub_category",,
G-434,Silica Gel Blue 907 gm (2lb) x 1,Katyayani Silica Gel Blue 907 gm (2lb) x 1,displayName,,
G-435,Sodium Silicate 473 ml x 1,Katyayani Sodium Silicate 473 ml x 1,"displayName,category,sub_category,bulk",,
G-436,Pure Vinegar 1 ltr x 1,Katyayani Pure Vinegar 1 ltr x 1,displayName,,
G-437,Silicon Carbide  250 gm x 1,Katyayani  Silicon Carbide  250 gm x 1,displayName,,
G-369,Strontium Chloride  100 gm (4.5oz) x 1,Katyayani Strontium Chloride  100 gm (4.5oz) x 1,displayName,,
G-370,"Pepsin Powder,  100 gm (4.5oz) x 1","Katyayani  Pepsin Powder,  100 gm (4.5oz) x 1",displayName,,
G-371,Soluble Starch 100 gm (4.5oz) x 1,Katyayani  Soluble Starch 100 gm (4.5oz) x 1,displayName,,
G-372,Granular Metal Zinc 500 gm (18oz) x 1,Katyayani Granular Metal Zinc 500 gm (18oz) x 1,displayName,,
G-373,Copper Metal Shot- 500 gm (18oz) x 1,Katyayani  Copper Metal Shot- 500 gm (18oz) x 1,displayName,,
G-374,"Copper Nitrate Trihydrate, 500 gm (18oz) x 1","Katyayani  Copper Nitrate Trihydrate, 500 gm (18oz) x 1",displayName,,
G-375,Methylene Blue Powder 25 gm (0.880z) x 1,Katyayani Methylene Blue Powder 25 gm (0.880z) x 1,displayName,,
G-376,Denatured Ethyl Alcohol 946 ml x 1,Katyayani Denatured Ethyl Alcohol 946 ml x 1,displayName,,
G-377,PHENOLPHTHALEIN INDICATOR SOLUTION 30 ml x 1,Katyayani PHENOLPHTHALEIN INDICATOR SOLUTION 30 ml x 1,displayName,,
G-378,Hydrochloric Acid Solution 500 ml x 1,Katyayani Hydrochloric Acid Solution 500 ml x 1,displayName,,
G-379,Ammonium Chloride - NH4Cl 500 gm (18oz) x 1,Katyayani Ammonium Chloride - NH4Cl 500 gm (18oz) x 1,displayName,,
G-380,Calcium Chloride 500 gm (18oz) x 1,Katyayani  Calcium Chloride 500 gm (18oz) x 1,displayName,,
G-381,Polyvinyl Alcohol 1 ltr x 1,Katyayani Polyvinyl Alcohol 1 ltr x 1,displayName,,
G-382,Sodium Carbonate 500 gm (18oz) x 1,Katyayani  Sodium Carbonate 500 gm (18oz) x 1,displayName,,
G-383,Potassium Chloride 500 gm (18oz) x 1,Katyayani Potassium Chloride 500 gm (18oz) x 1,displayName,,
G-384,Sodium Hydroxide  500 gm (18oz) x 1,Katyayani  Sodium Hydroxide  500 gm (18oz) x 1,displayName,,
G-385,Sucrose 500 gm (18oz) x 1,Katyayani  Sucrose 500 gm (18oz) x 1,displayName,,
G-386,"Talc Powder, 500 gm (18oz) x 1","Katyayani  Talc Powder, 500 gm (18oz) x 1",displayName,,
G-387,Lithium Chloride 100 gm (4.5oz) x 1,Katyayani Lithium Chloride 100 gm (4.5oz) x 1,displayName,,
G-388,,Katyayani  Sodium Chloride 500 gm x 1,displayName,,
G-389,Ammonia Solution 500 ml x 1,Katyayani Ammonia Solution 500 ml x 1,displayName,,
K-689,,,variant_name,,
K-6358,Vermicompost 950 gm x 1,Katyayani Vermicompost 950 gm x 1,displayName,,
K-02,Vermicompost 950 gm x 2,Katyayani Vermicompost 950 gm x 2,displayName,,
K-03,Vermicompost 950 gm x 5,Katyayani Vermicompost 950 gm x 5,displayName,,
K-1194,Vermicompost 5 kg x 1,Katyayani Vermicompost 5 kg x 1,displayName,,
K-04,Vermicompost 950 gm x 10,Katyayani Vermicompost 950 gm x 10,displayName,,
K-05,Vermicompost 950 gm x 20,Katyayani Vermicompost 950 gm x 20,displayName,,
K-1134,vermicompost 1 kg x 1,Katyayani vermicompost 1 kg x 1,displayName,,
K-6222,vermicompost 50 kg X 1,Katyayani vermicompost 50 kg X 1,displayName,,
K-6555,vermicompost 25 kg x 1,Katyayani vermicompost 25 kg x 1,displayName,,
K-49,Gardening Soil 9.5KG x 1,Katyayani Gardening Soil 9.5KG x 1,displayName,,
K-50,Gardening Soil 50KG x 1,Katyayani Gardening Soil 50KG x 1,displayName,,
K-675,ISO PROPYL ALCOHOL - IPA 250ml x 1,Katyayani ISO PROPYL ALCOHOL - IPA 250ml x 1,displayName,,
K-676,ISO PROPYL ALCOHOL - IPA 450ml x 1,Katyayani ISO PROPYL ALCOHOL - IPA 450ml x 1,displayName,,
K-5356,ISO PROPYL ALCOHOL - IPA 500ml x 1,Katyayani ISO PROPYL ALCOHOL - IPA 500ml x 1,displayName,,
K-677,ISO PROPYL ALCOHOL - IPA 950ml x 1,Katyayani ISO PROPYL ALCOHOL - IPA 950ml x 1,displayName,,
K-956,ISO PROPYL ALCOHOL - IPA 950ml x 5,Katyayani ISO PROPYL ALCOHOL - IPA 950ml x 5,displayName,,
K-1167,ISO PROPYL ALCOHOL - IPA 1ltr x 1,Katyayani ISO PROPYL ALCOHOL - IPA 1ltr x 1,displayName,,
K-06,Mix micronutrient 100gm x 1,Katyayani Mix micronutrient 100gm x 1,displayName,,
K-07,Mix micronutrient 100gm x 4,Katyayani Mix micronutrient 100gm x 4,displayName,,
K-08,Mix micronutrient 100gm x 9,Katyayani Mix micronutrient 100gm x 9,displayName,,
K-5214,Mix micronutrient 10gm x 50,Katyayani Mix micronutrient 10gm x 50,displayName,,
K-5263,Mix micronutrient 400gm x 1,Katyayani Mix micronutrient 400gm x 1,displayName,,
K-6497,Mix Micronutrient 250 gm x 1,Katyayani Mix Micronutrient 250 gm x 1,displayName,,
K-6172,Mix micronutrient 25 kg x 1,Katyayani Mix micronutrient 25 kg x 1,displayName,,
K-6223,Mix micronutrient 50 KG X 1,Katyayani Mix micronutrient 50 KG X 1,displayName,,
K-7299,Boron 20% 100gm x 1,Boron 20%,100gm x 1,displayName,
K-152,Boron 20% 400gm x 1,Katyayani Boron 20% 400gm x 1,displayName,,
K-153,Boron 20% 400gm x 2,Katyayani Boron 20% 400gm x 2,displayName,,
K-154,Boron 20% 400gm x 4,Katyayani Boron 20% 400gm x 4,displayName,,
K-155,Boron 20% 400gm x 10,Katyayani Boron 20% 400gm x 10,displayName,,
K-156,Boron 20% 400gm x 20,Katyayani Boron 20% 400gm x 20,displayName,,
K-157,Boron 20% 25kg x 1,Katyayani Boron 20% 25kg x 1,displayName,,
K-5043,Boron 20% 10kg x 1,Katyayani Boron 20% 10kg x 1,displayName,,
K-5196,Boron 20% 2kg x 1,Katyayani Boron 20% 2kg x 1,displayName,,
K-5908,Boron 20% 200gm x 1,Katyayani Boron 20% 200gm x 1,displayName,,
K-5069,Boron 20% 250gm x 1,Katyayani Boron 20% 250gm x 1,displayName,,
K-6027,Boron 20% 500gm x 1,Katyayani Boron 20% 500gm x 1,displayName,,
K-6028,Boron 20% 1kg x 1,Katyayani Boron 20% 1kg x 1,displayName,,
K-5907,zinc edta 12 % 100gm x 1,Katyayani zinc edta 12 % 100gm x 1,displayName,,
K-5302,zinc edta 12 % 235gm x 1,Katyayani zinc edta 12 % 235gm x 1,displayName,,
K-158,zinc edta 12 % 450gm x 1,Katyayani zinc edta 12 % 450gm x 1,displayName,,
K-159,zinc edta 12 % 450gm x 2,Katyayani zinc edta 12 % 450gm x 2,displayName,,
K-160,zinc edta 12 % 450gm x 4,Katyayani zinc edta 12 % 450gm x 4,displayName,,
K-161,zinc edta 12 % 450gm x 10,Katyayani zinc edta 12 % 450gm x 10,displayName,,
K-162,zinc edta 12 % 450gm x 20,Katyayani zinc edta 12 % 450gm x 20,displayName,,
K-6635,zinc edta 12 % 10kg x 1,Katyayani zinc edta 12 % 10kg x 1,displayName,,
K-163,zinc edta 12 % 25kg x 1,Katyayani zinc edta 12 % 25kg x 1,displayName,,
K-874,zinc edta 12 % 235gm x 2,Katyayani zinc edta 12 % 235gm x 2,displayName,,
K-6725,zinc edta 12 % 470 gm x 1,Katyayani zinc edta 12 % 470 gm x 1,displayName,,
K-5324,zinc edta 12 % 970gm x 1,Katyayani zinc edta 12 % 970gm x 1,displayName,,
K-165,Magnesium Sulfate / Epsom salt 950gm x 1,Katyayani Epsom Salt 950gm x 1,displayName,,
K-6661,Magnesium Sulfate / Epsom salt 1kg x 1,Katyayani Epsom Salt 1kg x 1,displayName,,
K-1160,Magnesium Sulfate / Epsom salt 970gm x 2,Katyayani Epsom Salt 970gm x 2,displayName,,
K-1161,Magnesium Sulfate / Epsom salt 970gm x 1,Katyayani Epsom Salt 970gm x 1,displayName,,
K-5630,Magnesium Sulfate / Epsom salt 950gm x 5,Katyayani Epsom Salt 950gm x 5,displayName,,
K-5080,Magnesium Sulfate / Epsom salt 530gm x 1,Katyayani epsom salt 530gm x 1,displayName,,
K-6639,Magnesium Sulfate / Epsom salt 10kg x 1,Katyayani epsom salt 10kg x 1,displayName,,
K-6091,Magnesium Sulfate / Epsom salt 25kg x 1,Katyayani Epsom Salt 25kg x 1,displayName,,
K-870,Magnesium Sulfate / Epsom salt 530gm x 3,Katyayani Magnesium Sulfate / Epsom salt 530gm x 3,displayName,,
